Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:     -1, rd_minus:   3230, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  11690, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1318 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9476, rd_minus:   9516, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1319 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2250, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1320 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5018, rd_minus:   4678, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1321 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  19450, rd_minus:  16434, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1322 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  12184, rd_minus:  13646, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1323 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17668, rd_minus:  19566, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1324 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8106, rd_minus:   6832, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1325 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3232, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1326 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3874, rd_minus:   5396, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1327 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2676, rd_minus:   2460, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1328 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3966, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1329 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6614, rd_minus:   6848, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1330 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7700, rd_minus:   7508, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1331 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9148, rd_minus:   8730, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1332 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8460, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1333 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3390, rd_minus:   4064, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1334 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6516, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1335 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    312, rd_minus:    194, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1336 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  20432, rd_minus:  23274, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1337 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4164, rd_minus:   4632, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1338 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4848, rd_minus:   4124, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1339 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2238, rd_minus:   2708, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1340 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4704, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1341 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2832, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1342 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2250, rd_minus:   2728, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1343 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6492, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1344 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5430, rd_minus:   5986, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1345 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3978, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1346 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5168, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1347 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2992, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1348 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8524, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1349 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7236, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1350 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    610, rd_minus:    622, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1351 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1912, rd_minus:   1908, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1352 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6080, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1353 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1020, rd_minus:   1042, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1354 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3648, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1355 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  26220, rd_minus:  27902, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1356 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  23710, rd_minus:  30978, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1357 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  20808, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1358 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17872, rd_minus:  19552, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1359 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3270, rd_minus:   3432, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1360 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4344, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1361 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4470, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1362 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4424, rd_minus:   4692, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1363 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4604, rd_minus:   5348, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1364 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1348, rd_minus:   1380, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1365 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4324, rd_minus:   3880, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1366 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4512, rd_minus:   4336, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1367 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1720, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1368 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2534, rd_minus:   3504, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1369 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  16724, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1370 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4542, rd_minus:   4626, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1371 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15160, rd_minus:  18052, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1372 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5072, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1373 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   6166, rd_minus:   5388, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1374 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    384, rd_minus:    396, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1375 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  21254, rd_minus:  21286, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1376 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   9728, rd_minus:   9534, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1377 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4652, rd_minus:   4572, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1378 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4040, rd_minus:   3342, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1379 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3140, rd_minus:   4516, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1380 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4338, rd_minus:   4464, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1381 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1800, rd_minus:   1836, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1382 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17060, rd_minus:  18362, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1383 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  23326, rd_minus:  15982, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1384 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2336, rd_minus:   4798, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1385 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5592, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1386 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2144, rd_minus:   2296, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1387 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4626, rd_minus:   6176, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1388 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4548, rd_minus:   3968, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1389 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4600, rd_minus:   3940, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1390 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4944, rd_minus:   4868, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1391 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    822, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1392 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    936, rd_minus:    794, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1393 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10880, rd_minus:   8402, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1394 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1516, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1395 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  16868, rd_minus:  15186, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1396 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4990, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1397 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  11592, rd_minus:  11814, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1398 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3296, rd_minus:   3472, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1399 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7836, rd_minus:   8464, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1400 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7850, rd_minus:   6882, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1401 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4034, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1402 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9662, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1403 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8556, rd_minus:   8486, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1404 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  21154, rd_minus:  18610, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1405 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7188, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1406 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7914, rd_minus:   7726, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1407 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3022, rd_minus:   2704, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1408 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2138, rd_minus:   3502, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1409 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  24138, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1410 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13736, rd_minus:  14810, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1411 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  35318, rd_minus:  36198, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1412 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4162, rd_minus:   4372, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1413 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4912, rd_minus:   5218, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1414 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  17764, rd_minus:  17768, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1415 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13162, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1416 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1934, rd_minus:   1962, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1417 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5268, rd_minus:   3860, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1418 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2222, rd_minus:   2186, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1419 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2688, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1420 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3460, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1421 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10992, rd_minus:  10344, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1422 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2078, rd_minus:   1992, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1423 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2064, rd_minus:   2272, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1424 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8532, rd_minus:   7772, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1425 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5438, rd_minus:   5668, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1426 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7170, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1427 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4648, rd_minus:   4572, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1428 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   1296, rd_minus:   1276, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1429 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   3700, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1430 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7468, rd_minus:   7816, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1431 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  23192, rd_minus:  22618, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1432 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    376, rd_minus:    356, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1433 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  20458, rd_minus:  20648, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1434 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7280, rd_minus:   6952, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1435 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7464, rd_minus:   7610, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1436 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  10858, rd_minus:  10388, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1437 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8508, rd_minus:   6804, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1438 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  15478, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1439 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    552, rd_minus:    452, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1440 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7672, rd_minus:   7208, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1441 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2628, rd_minus:   2180, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1442 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   2576, rd_minus:   2526, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1443 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:    290, rd_minus:    258, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1444 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    594, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1445 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  16184, rd_minus:  18524, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1446 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7222, rd_minus:   6942, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1447 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7686, rd_minus:   7996, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1448 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5292, rd_minus:   5284, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 1449 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  16458, rd_minus:  15842, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1450 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   4912, rd_minus:   4608, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1451 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   8344, rd_minus:  10042, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1452 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  13668, rd_minus:  13578, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1453 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   5794, rd_minus:   7136, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1454 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  18458, rd_minus:  18250, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1455 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:   7988, rd_minus:   8104, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1456 / 83886104, payload_bits 83886080, end_bits 24
[HIDE] rd_plus:  30740, rd_minus:  31708, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1457 / 83886104, payload_bits 83886080, end_bits 24
