Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:  19390, rd_minus:  19368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3992, rd_minus:   5096, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 652 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  23884, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 653 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1212, rd_minus:   1216, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 654 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     98, rd_minus:    116, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 655 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     86, rd_minus:     90, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 656 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    842, rd_minus:    902, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 657 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1630, rd_minus:   1914, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 658 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3290, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 659 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1058, rd_minus:   1100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 660 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    524, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 661 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  15498, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 662 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1404, rd_minus:   1368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 663 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6660, rd_minus:   4920, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 664 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5620, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 665 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  21836, rd_minus:  17358, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 666 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4370, rd_minus:   7190, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 667 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4824, rd_minus:   5280, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 668 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    588, rd_minus:    524, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 669 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    116, rd_minus:    110, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 670 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    138, rd_minus:    136, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 671 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    220, rd_minus:    228, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 672 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    590, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 673 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2398, rd_minus:   2358, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 674 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2316, rd_minus:   2766, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 675 / 2072, payload_bits 2048, end_bits 24
K

[HIDE] rd_plus:  19390, rd_minus:  19368, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 676 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  20448, rd_minus:  20448, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 677 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1060, rd_minus:    384, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 678 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2384, rd_minus:   2324, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 679 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1036, rd_minus:   1070, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 680 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1078, rd_minus:   1078, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 681 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4488, rd_minus:   4836, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 682 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10026, rd_minus:   5068, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 683 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    656, rd_minus:    716, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 684 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    102, rd_minus:    108, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 685 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11242, rd_minus:   6168, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 686 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5764, rd_minus:   2728, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 687 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    320, rd_minus:    320, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 688 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    104, rd_minus:    108, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 689 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    286, rd_minus:    296, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 690 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    778, rd_minus:     86, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 691 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  24764, rd_minus:  21478, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 692 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7360, rd_minus:   6384, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 693 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5776, rd_minus:   6336, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 694 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    852, rd_minus:    844, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 695 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6272, rd_minus:   7838, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 696 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3630, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 697 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2052, rd_minus:   2100, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 698 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4846, rd_minus:   5468, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 699 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4646, rd_minus:   4896, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 700 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3418, rd_minus:   3656, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 701 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1846, rd_minus:   1152, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 702 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4046, rd_minus:   4124, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 703 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2152, rd_minus:   2508, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 704 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5460, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 705 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2912, rd_minus:   3566, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 706 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3062, rd_minus:   4872, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 707 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1928, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 708 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   7874, rd_minus:   7790, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 709 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    798, rd_minus:    780, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 710 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    780, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 711 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1120, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 712 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3034, rd_minus:   3356, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 713 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3008, rd_minus:   3188, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 714 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  10046, rd_minus:  13500, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 715 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16434, rd_minus:  15964, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 716 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1102, rd_minus:   1044, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 717 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3876, rd_minus:   3798, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 718 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3636, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 719 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3562, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 720 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    380, rd_minus:    390, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 721 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2324, rd_minus:   2568, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 722 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    308, rd_minus:    274, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 723 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    254, rd_minus:    264, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 724 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11406, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 725 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9850, rd_minus:   9340, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 726 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2580, rd_minus:   2928, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 727 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4654, rd_minus:   5076, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 728 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  22810, rd_minus:  24052, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 729 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1302, rd_minus:   1388, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 730 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18974, rd_minus:  19980, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 731 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5248, rd_minus:   5148, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 732 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  18222, rd_minus:  18088, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 733 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    768, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 734 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  16256, rd_minus:  17222, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 735 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  19218, rd_minus:  19784, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 736 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   9604, rd_minus:   9198, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 737 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    804, rd_minus:    776, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 738 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1680, rd_minus:   1864, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 739 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  11250, rd_minus:  11648, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 740 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5708, rd_minus:   4994, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 741 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4244, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 742 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  22720, rd_minus:  23786, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 743 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2020, rd_minus:   1872, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 744 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   6388, rd_minus:   8936, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 745 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8582, rd_minus:  10496, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 746 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    700, rd_minus:    702, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 747 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4698, rd_minus:   6040, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 748 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2758, rd_minus:   1514, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 749 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2556, rd_minus:   3642, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 750 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3830, rd_minus:   3702, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 751 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1506, rd_minus:   1506, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 752 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1386, rd_minus:   1386, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 753 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2688, rd_minus:   2616, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 754 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1468, rd_minus:   1700, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 755 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4032, rd_minus:   4904, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 756 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    656, rd_minus:    898, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 757 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1410, rd_minus:   1410, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 758 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2662, rd_minus:   2602, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 759 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5588, rd_minus:   5626, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 760 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1724, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 761 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4906, rd_minus:   2504, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 762 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3362, rd_minus:   3072, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 763 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:  17756, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 764 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    314, rd_minus:    374, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 765 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2572, rd_minus:   3032, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 766 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   8300, rd_minus:  18288, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 767 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    984, rd_minus:   1002, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 768 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    316, rd_minus:    140, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 769 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2870, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 770 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    234, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 771 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    252, rd_minus:    250, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 772 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    668, rd_minus:    668, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 773 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3400, rd_minus:   3100, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 774 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1708, rd_minus:   1832, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 775 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1004, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 776 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1000, rd_minus:    952, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 777 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    656, rd_minus:    800, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 778 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    896, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 779 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1212, rd_minus:   1212, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 780 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    772, rd_minus:    722, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 781 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2390, rd_minus:   1748, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 782 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    626, rd_minus:    336, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 783 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1438, rd_minus:   1424, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 784 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3026, rd_minus:   8016, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 785 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5912, rd_minus:   9510, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 786 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   3806, rd_minus:   7348, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 787 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    144, rd_minus:     96, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 788 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2582, rd_minus:   2620, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 789 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5674, rd_minus:   9554, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 790 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1660, rd_minus:   1534, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 791 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    358, rd_minus:     86, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 792 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    286, rd_minus:    140, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 793 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    908, rd_minus:    256, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 794 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1148, rd_minus:   1288, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 795 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2556, rd_minus:   4068, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 796 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   4042, rd_minus:   3096, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 797 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    964, rd_minus:    712, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 798 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   1818, rd_minus:   1850, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 799 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   5744, rd_minus:   5630, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 800 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     56, rd_minus:     54, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 801 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4976, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 802 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:   2566, rd_minus:   1584, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 803 / 2072, payload_bits 2048, end_bits 24
[HIDE] rd_plus:    306, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 804 / 2072, payload_bits 2048, end_bits 24
